4.050000	-20.430061	51.459863	67.458431
4.030000	-20.650371	50.800944	54.136556
4.010000	-20.613997	50.979395	54.022624
3.990000	-21.216243	48.874642	53.916504
3.970000	-21.023449	49.723665	53.834342
3.950000	-20.897241	50.087305	53.709538
3.930000	-20.974437	50.100716	53.580339
3.910000	-20.973772	50.120573	53.449316
3.890000	-21.051550	50.098568	53.408561
3.870000	-20.856375	51.030762	53.256510
3.850000	-21.129159	50.183919	53.201042
3.830000	-21.102277	50.362174	53.049382
3.810000	-21.078151	50.383854	53.008529
3.790000	-21.498466	48.962858	52.877702
3.770000	-21.634958	48.432650	52.758529
3.750000	-21.716275	48.290820	52.658301
3.730000	-21.751385	48.281315	52.503776
3.710000	-21.829665	48.057259	52.453678
3.690000	-21.991368	47.659440	52.331803
3.670000	-22.166094	47.031771	52.219531
3.650000	-22.564126	49.791927	52.092025
3.630000	-22.742986	49.395410	52.058822
3.610000	-22.857037	49.052897	51.874967
3.590000	-22.857472	49.203841	51.757650
3.570000	-22.849556	49.325358	51.590951
3.550000	-22.924762	48.982096	51.513965
3.530000	-22.985308	48.889323	51.427637
3.510000	-23.135049	48.562630	51.310872
3.490000	-23.223373	48.380339	51.171029
3.470000	-23.331141	48.078809	51.130046
3.450000	-23.381507	48.021159	50.991634
3.430000	-23.404946	48.044759	50.873079
3.410000	-23.566378	47.529720	50.748926
3.390000	-23.671567	47.289355	50.624316
3.370000	-23.727755	47.248405	50.522331
3.350000	-23.631857	47.447168	50.446940
3.330000	-23.882520	46.760221	50.232487
3.310000	-23.900335	46.827832	50.169499
3.290000	-23.976892	50.724479	49.989258
3.270000	-24.108262	50.302409	49.931413
3.250000	-24.096562	50.267839	49.769792
3.230000	-24.261595	49.994043	49.598210
3.210000	-24.385462	49.721647	49.518132
3.190000	-24.431781	49.551595	49.355013
3.170000	-24.484692	49.484766	49.202539
3.150000	-24.488272	49.473503	49.096647
3.130000	-24.577149	49.239746	48.975358
3.110000	-24.654118	49.092969	48.871452
3.090000	-24.799744	48.745801	48.669336
3.070000	-24.762988	48.826497	48.557682
3.050000	-24.910872	48.361361	48.474479
3.030000	-25.004808	48.253906	48.274382
3.010000	-25.056279	48.114486	48.160482
2.990000	-25.127206	48.017611	47.992611
2.970000	-25.203443	47.702279	47.892025
2.950000	-25.220401	47.719922	47.750423
2.930000	-25.371753	47.359733	47.573047
2.910000	-25.398062	47.311556	47.437077
2.890000	-25.466999	46.932943	47.285221
2.870000	-25.595104	46.549219	47.196647
2.850000	-25.641675	46.473633	47.010124
2.830000	-25.769129	46.263672	46.818913
2.810000	-25.852046	46.113802	46.690332
2.790000	-25.812105	50.405990	46.538900
2.770000	-25.992304	49.977344	46.405436
2.750000	-26.010842	49.884147	46.262467
2.730000	-26.122592	49.493815	46.108366
2.710000	-26.167734	49.501497	45.925716
2.690000	-26.264182	49.116797	45.809440
2.670000	-26.230792	49.212435	45.621549
2.650000	-26.413409	48.829850	49.906087
2.630000	-26.421334	48.724935	49.731185
2.610000	-26.570243	48.271712	49.565592
2.590000	-26.656956	48.021842	49.408236
2.570000	-26.724951	47.976009	49.199121
2.550000	-26.762721	47.831283	49.073568
2.530000	-26.827862	47.787533	48.902832
2.510000	-26.904356	47.421745	48.780469
2.490000	-27.015754	47.185384	48.608724
2.470000	-27.136828	46.722103	48.413737
2.450000	-27.209288	46.620605	48.218164
2.430000	-27.203279	46.543294	48.114421
2.410000	-27.335584	50.404590	47.859473
2.390000	-27.428094	50.184635	47.709049
2.370000	-27.505217	49.941048	47.531543
2.350000	-27.605342	49.664583	47.411556
2.330000	-27.582920	49.772786	47.232780
2.310000	-27.722612	49.285254	46.982585
2.290000	-27.816651	48.997135	46.863477
2.270000	-27.850239	48.937207	46.618880
2.250000	-27.948930	48.595475	46.480892
2.230000	-28.060672	48.258464	46.266829
2.210000	-28.105295	48.248242	46.119271
2.190000	-28.215309	47.928516	45.865690
2.170000	-28.236607	47.689974	50.155859
2.150000	-28.365675	47.387467	49.941536
2.130000	-28.382357	47.252344	49.697005
2.110000	-28.493229	47.028906	49.535286
