4.050000	-21.086594	51.214030	67.430599
4.030000	-21.200157	50.895801	54.077799
4.010000	-21.234413	50.759342	54.019531
3.990000	-21.336587	50.582878	53.904264
3.970000	-21.195364	51.150846	53.794987
3.950000	-21.387381	50.486165	53.704590
3.930000	-21.512082	50.246680	53.595801
3.910000	-21.379417	50.749349	53.423926
3.890000	-21.620784	50.062402	53.355762
3.870000	-21.534026	50.373535	53.324642
3.850000	-21.882602	49.302441	53.156152
3.830000	-21.868519	49.443262	53.001009
3.810000	-21.906326	49.303711	52.964551
3.790000	-21.867451	49.494336	52.914876
3.770000	-22.072965	49.076497	52.780599
3.750000	-22.088396	49.052409	52.737077
3.730000	-22.176985	48.759310	52.528027
3.710000	-22.290178	48.595312	52.432064
3.690000	-22.290471	48.643913	52.392936
3.670000	-22.367624	48.370540	52.267122
3.650000	-22.380281	48.357031	52.086979
3.630000	-22.511892	48.005208	52.029134
3.610000	-22.554991	47.789876	51.891960
3.590000	-22.626515	47.711686	51.802799
3.570000	-22.785669	47.312565	51.640397
3.550000	-22.755182	47.456315	51.586882
3.530000	-22.736190	47.549414	51.475684
3.510000	-22.914769	47.193392	51.369336
3.490000	-23.131755	46.401660	51.240658
3.470000	-23.083421	46.698470	51.127311
3.450000	-23.176102	46.381283	50.982715
3.430000	-23.163936	46.461979	50.881445
3.410000	-23.305582	46.088737	50.760905
3.390000	-23.359351	46.046094	50.570540
3.370000	-23.385027	50.158626	50.527311
3.350000	-23.495375	49.879557	50.387793
3.330000	-23.563377	49.597461	50.301628
3.310000	-23.695109	49.343750	50.141439
3.290000	-23.766817	49.064876	50.028353
3.270000	-23.789965	48.987533	49.889290
3.250000	-23.893417	48.751823	49.729883
3.230000	-23.904005	48.872005	49.548145
3.210000	-24.013064	48.561751	49.484635
3.190000	-24.114754	48.331022	49.367090
3.170000	-24.092866	48.311979	49.237077
3.150000	-24.259712	47.974447	49.090202
3.130000	-24.320137	47.755599	48.951563
3.110000	-24.337126	47.918392	48.831901
3.090000	-24.467008	47.247721	48.679329
3.070000	-24.511886	47.391960	48.509049
3.050000	-24.539189	47.195280	48.443620
3.030000	-24.605956	47.061947	48.263737
3.010000	-24.714623	46.649837	48.134147
2.990000	-24.761112	46.699414	48.035352
2.970000	-24.900514	46.290202	47.918262
2.950000	-24.977557	46.016797	47.678255
2.930000	-25.064520	45.774772	47.631803
2.910000	-25.024590	50.249740	47.474479
2.890000	-25.159449	49.741016	47.325977
2.870000	-25.263384	49.470345	47.125684
2.850000	-25.277631	49.563965	46.992220
2.830000	-25.351109	49.304069	46.855794
2.810000	-25.463570	49.021094	46.697721
2.790000	-25.544391	48.742839	46.572949
2.770000	-25.593820	48.649577	46.387956
2.750000	-25.677480	48.466178	46.208105
2.730000	-25.682881	48.444857	46.046842
2.710000	-25.747309	48.368034	45.902311
2.690000	-25.888426	47.773470	45.761458
2.670000	-25.941363	47.721387	45.635189
2.650000	-26.009204	47.468164	49.919727
2.630000	-26.108196	47.135124	49.733724
2.610000	-26.200120	46.910514	49.554622
2.590000	-26.264698	46.752767	49.401563
2.570000	-26.358923	46.497103	49.249479
2.550000	-26.351845	46.515169	49.068522
2.530000	-26.498478	46.226074	48.926986
2.510000	-26.572486	45.905599	48.795996
2.490000	-26.631721	45.739160	48.619043
2.470000	-26.682223	45.601660	48.420736
2.450000	-26.812206	49.468815	48.276107
2.430000	-26.816698	49.402148	48.101595
2.410000	-26.946786	49.025879	47.945443
2.390000	-26.985062	48.934408	47.726693
2.370000	-27.082131	48.780241	47.529980
2.350000	-27.142195	48.337077	47.350130
2.330000	-27.175537	48.469661	47.204492
2.310000	-27.275973	48.154720	47.035319
2.290000	-27.273729	48.058301	46.893620
2.270000	-27.399393	47.588770	46.635547
2.250000	-27.508536	47.375944	46.441602
2.230000	-27.561279	47.277832	46.253483
2.210000	-27.628466	47.111523	46.103874
2.190000	-27.680892	46.967611	45.864941
2.170000	-27.804630	46.468880	45.733789
2.150000	-27.846975	46.319792	45.515690
2.130000	-27.976397	50.178223	49.740332
2.110000	-27.982029	49.970768	49.529427
2.090000	-28.117325	49.847168	49.445931
2.070000	-28.183675	49.633171	49.137077
2.050000	-28.240379	49.290658	48.937500
2.030000	-28.280480	49.207943	48.715788
2.010000	-28.387715	48.823763	48.478255
1.990000	-28.473052	48.545540	48.290234
